Key,Topic,Substance,Class,Document
149_25i-nbome,149,25i-nbome,Serotonergic psychedelics,the blotter but the headspace was really something . it felt like a lifetime had passed once i was completely off of it . does really seem to be a party
26_25i-nbome,26,25i-nbome,Serotonergic psychedelics,mindful practice my mind was quiet when i was thinking thoughts or music for the duration of the trip . thought patterns were fairly normal but more creative than usual as
249_25i-nbome,249,25i-nbome,Serotonergic psychedelics,that made me realize this or the fact that i had seen the same cars pass by me as i was getting closer to my house . i walked into the
219_25i-nbome,219,25i-nbome,Serotonergic psychedelics,fuck it if i gon na die then let it happen i was going insane time was moving super slow tracers were a complete full arm tracers . the most beautiful
222_25i-nbome,222,25i-nbome,Serotonergic psychedelics,my body was angled against gravity and the steadiness of my movements . keeping everything steady and gradual was perhaps the most important thing i as i neared the area of
105_25i-nbome,105,25i-nbome,Serotonergic psychedelics,to move forward into the bus stop . i am really really tripping now we fast walk across the road in the way of a van that i just stopped and
147_25i-nbome,147,25i-nbome,Serotonergic psychedelics,going to be okay so do nt be sad and just be happy life is short . this made me cry so fucking hard its the hardest i ever cried and
68_25i-nbome,68,25i-nbome,Serotonergic psychedelics,aspect and opinion gone everyting i ever knew gone and all there was left was infinity and and at one point i thought i was experience the after life with one
6_25i-nbome,6,25i-nbome,Serotonergic psychedelics,i got into bed and lay on my side . i hoped the nausea would pass but it only got worse . at about the minute mark i was lying on
9_25i-nbome,9,25i-nbome,Serotonergic psychedelics,up to walk outside but my visuals changed at this point . there were no longer geometric patterns only chaos . everything i looked at would morph into something else or
207_25i-nbome,207,25i-nbome,Serotonergic psychedelics,us and gunner was to busy sniffing around to go chase after them . i slowly approached them with strong euphoria and racing thoughts . i started to kid with myself
