,Topic Nr,Topic,Substance,Class,Document
4647,10,010 - space - time - universe,dxm,Dissociative psychedelics,"..., how it was applicable , or how to take it seriously and still stay time is like one whole mass . like a big glob or sphere but extra dimensional... - TBS:0.942  (<a href=https://erowid.org/experiences/exp.php?ID=22811#:~:text=,%20how%20it,but%20extra%20dimensional>URL</a>)"
4743,10,010 - space - time - universe,dxm,Dissociative psychedelics,"...if i was splitting in half . i believed that i had traveled back in time . all of a sudden everything seemed to make sense . i realized that i... - TBS:0.868  (<a href=https://erowid.org/experiences/exp.php?ID=48790#:~:text=if%20I%20was,realized%20that%20i>URL</a>)"
4752,10,010 - space - time - universe,dxm,Dissociative psychedelics,"...the consciousness in other universes is parallel and exponential thus perpendicular and more , beyond time . maybe waiting in black holes looking into everything at once in all possible ways... - TBS:0.853  (<a href=https://erowid.org/experiences/exp.php?ID=22811#:~:text=the%20consciousness%20in,all%20possible%20ways>URL</a>)"
4769,10,010 - space - time - universe,dxm,Dissociative psychedelics,"..., and i was connected spiritually to all things in life . all concept of time was lost , as the past , present , and future had morphed into one... - TBS:0.839  (<a href=https://erowid.org/experiences/exp.php?ID=39340#:~:text=,%20and%20I,morphed%20into%20one>URL</a>)"
4847,10,010 - space - time - universe,dxm,Dissociative psychedelics,"...of the now for details at this point i started to lose all sense of time , and given that it was very dark , space as well . at some... - TBS:0.78  (<a href=https://erowid.org/experiences/exp.php?ID=8937#:~:text=of%20the%20now,well.%20at%20some>URL</a>)"
4849,10,010 - space - time - universe,dxm,Dissociative psychedelics,"...twilight zone of the human psyche , dissociation from all that is real , complete periods of dark , contrasted by brief flashes of vision , a vision so distraught ,... - TBS:0.78  (<a href=https://erowid.org/experiences/exp.php?ID=19033#:~:text=twilight%20zone%20of,vision%20so%20distraught,>URL</a>)"
4512,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...as it had done for DATE , and as it would continue to do for eternity . the universe is cyclical , a perfect circle , it had no beginning and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=84094#:~:text=as%20it%20had,no%20beginning%20and>URL</a>)"
4551,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...a place i do think will ever exist again in any dimension . space and time actually bent . i will not accept any other notion , idea , or possibility... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105723#:~:text=a%20place%20I,idea,%20or%20possibility>URL</a>)"
4553,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...i will not accept any other notion , idea , or possibility . space and time actually started bending until at one point i actually thought that whatever was happening was... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105723#:~:text=i%20will%20not,was%20happening%20was>URL</a>)"
4653,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"..., i was approaching the great light or the end of the universe . although time did not exist here , something or maybe everything or even nothing was ending .... - TBS:0.94  (<a href=https://erowid.org/experiences/exp.php?ID=102337#:~:text=,%20I%20was,nothing%20was%20ending.>URL</a>)"
4801,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...of consciousness is also intrinsically connected to its own transcendental nature . through dimensions of time and space this little bit of existence expands into omniscient realms . there are fantasies... - TBS:0.82  (<a href=https://erowid.org/experiences/exp.php?ID=2731#:~:text=of%20consciousness%20is,there%20are%20fantasies>URL</a>)"
4807,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...it was as if it was the bare emptiness of the world , out of time . there was something digital about it , as if i could look at an... - TBS:0.812  (<a href=https://erowid.org/experiences/exp.php?ID=90108#:~:text=it%20was%20as,look%20at%20an>URL</a>)"
4829,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...one is the child of PERSON and eve , say , at the beginning of time . this is very symbolic , obviously . it pretty much a representation of the...- TBS:0.798  (NO URL)"
4831,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...or form thoughts , for my consciousness is constrained by some kind of curvature of time and whatever other dimensions define this formation of thought andperceptions do not follow a linear... - TBS:0.795  (<a href=https://erowid.org/experiences/exp.php?ID=2731#:~:text=or%20form%20thoughts,,follow%20a%20linear>URL</a>)"
4837,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...would have been . the only way i can describe it was that i transcended time and space . i ca recall all the specifics , except that i was somewhere... - TBS:0.79  (<a href=https://erowid.org/experiences/exp.php?ID=99599#:~:text=would%20have%20been.,I%20was%20somewhere>URL</a>)"
4846,10,010 - space - time - universe,ketamine,Dissociative psychedelics,"...be deciphered from the subtle but strange we had placed upon ourselves at this surreal time of after an hour or so in almost complete darkness battling with our minds ,... - TBS:0.78  (<a href=https://erowid.org/experiences/exp.php?ID=33975#:~:text=be%20deciphered%20from,with%20our%20minds,>URL</a>)"
4845,10,010 - space - time - universe,methoxetamine,Dissociative psychedelics,"...halfway there . some feeling of disconnection with small parts off the normal reality like time and distances that did seem to act very logical . now bear in mind that... - TBS:0.782  (<a href=https://erowid.org/experiences/exp.php?ID=90618#:~:text=halfway%20there.%20some,in%20mind%20that>URL</a>)"
4848,10,010 - space - time - universe,methoxetamine,Dissociative psychedelics,"...were dark . they were filled with . . . and chunks from my personal timeline . . . . . yep , nuggets for ORG . but , this timeline...- TBS:0.78  (NO URL)"
4850,10,010 - space - time - universe,methoxetamine,Dissociative psychedelics,"...grand mess , memory in terms of some sort of chronology suddenly fades to linear time kinda falls apart after this the world dissolves into pixels , i feel as though... - TBS:0.78  (<a href=https://erowid.org/experiences/exp.php?ID=108601#:~:text=grand%20mess,%20memory,feel%20as%20though>URL</a>)"
4932,10,010 - space - time - universe,methoxetamine,Dissociative psychedelics,"...through space , nothingness . i have no body , no sense of direction , time . maybe i can find another entity . i spend an unknown amount of time... - TBS:0.682  (<a href=https://erowid.org/experiences/exp.php?ID=95257#:~:text=through%20space,%20nothingness.,amount%20of%20time>URL</a>)"
4937,10,010 - space - time - universe,methoxetamine,Dissociative psychedelics,"...through to the future . my past was not on display in this somehow i rapidly concluded that as well as being fully in an i was in my personal multiverse... - TBS:0.673  (<a href=https://erowid.org/experiences/exp.php?ID=93534#:~:text=through%20to%20the,my%20personal%20multiverse>URL</a>)"
4333,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"...though our universe took up all the space that exists , infinate others exist through time . the feeling that all our past mishaps and confusion were events that should have... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=13053#:~:text=though%20our%20universe,that%20should%20have>URL</a>)"
4367,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"no matter what occured , it was absolutely outside of any concept of space or time . in fact , it seemed more like a vertical cut through all linear constructs"
4581,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"..., but it brought several philosophically relevant questions to my mind about the nature of time . as well , the patterns i seen earlier began to demonstrate a recursive nature... - TBS:0.989  (<a href=https://erowid.org/experiences/exp.php?ID=31722#:~:text=,%20but%20it,a%20recursive%20nature>URL</a>)"
4610,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"...were revealed to me that i had never thought existed . the dimensions of space length , width , depth , and time became perfectly clear and understandable to me .... - TBS:0.964  (<a href=https://erowid.org/experiences/exp.php?ID=13053#:~:text=were%20revealed%20to,understandable%20to%20me.>URL</a>)"
4679,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"...one entity , one universe , one god , or PERSON . there was no time everything existed simply as a constructed illusion of thoughts cast forth from one divine moment...- TBS:0.925  (NO URL)"
4884,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"...the future that i will have the gas on , the gas becomes almost a time portal to existence in its self . thusly bringing me to why i knew that... - TBS:0.749  (<a href=https://erowid.org/experiences/exp.php?ID=51177#:~:text=the%20future%20that,I%20knew%20that>URL</a>)"
4885,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"...through my mind or if there was something deeper to the phenomena . furthermore , time began to seem even more there was a sense that the time between the nitrous... - TBS:0.748  (<a href=https://erowid.org/experiences/exp.php?ID=31722#:~:text=through%20my%20mind,between%20the%20nitrous>URL</a>)"
4928,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"...given me too much nitrous because when i was in the chair all sense of time , space , and dimension went totally out in which what i saw and truly... - TBS:0.687  (<a href=https://erowid.org/experiences/exp.php?ID=56481#:~:text=given%20me%20too,saw%20and%20truly>URL</a>)"
4955,10,010 - space - time - universe,nitrous oxide,Dissociative psychedelics,"...all meant . i thought of a movie called the rabbit hole . i thought time had no meaning that we had everything stored in our brains and we just ca... - TBS:0.639  (<a href=https://erowid.org/experiences/exp.php?ID=62802#:~:text=all%20meant.%20I,we%20just%20ca>URL</a>)"
10346,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...this effect . more stoned than i had ever been in my life , i slowly made my way back to a house to experiment and enjoy the remainder of my... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=23227#:~:text=this%20effect.%20more,remainder%20of%20my>URL</a>)"
10369,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...stoned . i always end up spilling it . the walk home feels like an eternity an unguided tour of heaven and hell . i see everything turning into the flowing... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=15293#:~:text=stoned.%20I%20always,into%20the%20flowing>URL</a>)"
10411,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...out . i know we both stoned , but i serious i freaking out . time is wrong i keep falling help me . him , being stoned , just told... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=13456#:~:text=out.%20I%20know,stoned,%20just%20told>URL</a>)"
10437,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...aware and motivated and managed to make it out of the drive way at which time , i realized i was extremely stoned to the point of being unable to do... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=29050#:~:text=aware%20and%20motivated,unable%20to%20do>URL</a>)"
10490,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...music , and i found it seemed to sound much better thanks for taking the time to read this , and if you decide to get stoned please do do it... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=6208#:~:text=music,%20and%20I,do%20do%20it>URL</a>)"
10512,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...i said , try to control my friend , too stoned to care for very long , motions for us to leave to get some we begin to walk to his... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=61636#:~:text=i%20said,%20try,walk%20to%20his>URL</a>)"
10532,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...work more freely than when sober . eventually , it really hard to estimate the time because when you stoned you feel like every minute is minutes anyway , eventually all... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=22939#:~:text=work%20more%20freely,anyway,%20eventually%20all>URL</a>)"
10547,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"..., though when i sober i not , i gotten used to being stoned way longer , and way more then most of my friends . i asked him to change... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=18010#:~:text=,%20though%20when,him%20to%20change>URL</a>)"
10565,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...PERSON na take a chance and get fucked so i thought , need a final time to get stoned , soon before i i do it that morning before we left...- TBS:1.0  (NO URL)"
10583,10,010 - stoned - just - long,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...got was the usual that i would associate with being normally stoned . we all passed out into our own private trips one by one , and i woke at ORG...- TBS:1.0  (NO URL)"
9047,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...the bag , and split the remainders in half . i had heard that the longer you chew them and hold them in your mouth , the stronger your experiences ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=43056#:~:text=the%20bag,%20and,stronger%20your%20experiences,>URL</a>)"
9082,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...and the taste did nt exactly build me with confidence so i drank them quite slowly , hoping i would get used to the taste . we then sat outside in... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=22851#:~:text=and%20the%20taste,sat%20outside%20in>URL</a>)"
9201,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"..., but i really wanted to try them , so i just ate them as fast as i could . it took about min . for them to start kicking in... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=6325#:~:text=,%20but%20I,start%20kicking%20in>URL</a>)"
9209,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...anyone in their right mind would be willing to actually eat these little fuckers . slowly , i put one in my mouth , let it stick to the roof of... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=15426#:~:text=anyone%20in%20their,the%20roof%20of>URL</a>)"
9215,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"..., so i decided to savour them , to enjoy them more , eat them slowly , and swirl them round my mouth so that i could really taste them .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=2082#:~:text=,%20so%20I,really%20taste%20them.>URL</a>)"
9234,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"..., they looked a lot like that . i held my nose , chewed really fast and swallowed them with some gatorade . the taste made me gag a lot but... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=65696#:~:text=,%20they%20looked,a%20lot%20but>URL</a>)"
9241,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...ever seen , and shoved them in my gaping mouth . i began by chewing slowly , and decided it would be much better to chew more quickly , as they... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=89232#:~:text=ever%20seen,%20and,quickly,%20as%20they>URL</a>)"
9252,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...heard they taste like shit . r , another buddy from high school and my short college tennis career , came over and chilled while we ate them . like i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=95887#:~:text=heard%20they%20taste,them.%20like%20i>URL</a>)"
9280,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...with a cup of apple sauce to counter the bitter taste . i consumed them quickly , only chewing enough to be able to swallow the small , woody stems and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=95271#:~:text=with%20a%20cup,woody%20stems%20and>URL</a>)"
9318,10,010 - taste - chewed - chew,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...chewed them up , and washed them down with a glass of water . the time was my first thought was does everyone think they taste so bad basically , they... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=54976#:~:text=chewed%20them%20up,,bad%20basically,%20they>URL</a>)"
9763,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,"...people tend to underestimate the influence of the content of their own minds in the time previous to the trip not only the setting but the questions you have . i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=112771#:~:text=people%20tend%20to,you%20have.%20i>URL</a>)"
9808,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,"...perhaps the most important piece of advice i can give to myself for future , longer trips , i should approach them as a learning experience and not something to simply... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=90894#:~:text=perhaps%20the%20most,something%20to%20simply>URL</a>)"
9820,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,"...i did not directly interact with any of them for these it has been a long time since those trips and a lot of things have changed both about who i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=101998#:~:text=i%20did%20not,about%20who%20i>URL</a>)"
9868,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,"...however these beings have little tolerance for distraction and seem to know how important the short time the trip lasts can be . they were eager to show me things impossible... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=104999#:~:text=however%20these%20beings,me%20things%20impossible>URL</a>)"
9882,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,"...of the trip . i have read many other trip experiences , and decided it time to share my indescribable event with i would like to start this entry off by... - TBS:0.983  (<a href=https://erowid.org/experiences/exp.php?ID=88203#:~:text=of%20the%20trip.,entry%20off%20by>URL</a>)"
9888,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,"...is simply a fact , and the fact is i exist as a human . period . the machinations from the first trip were there , but they were very clearly... - TBS:0.97  (<a href=https://erowid.org/experiences/exp.php?ID=99429#:~:text=is%20simply%20a,were%20very%20clearly>URL</a>)"
9913,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,"...in hand , and asked me if i was ready to do it . i quickly learned that there was no i was the first to trip of the four of... - TBS:0.908  (<a href=https://erowid.org/experiences/exp.php?ID=82065#:~:text=in%20hand,%20and,the%20four%20of>URL</a>)"
9915,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,".... i almost spoke to myself about these moments . this was a very enjoying time of my trip . my memories seemed to slideshow by my point of few and... - TBS:0.906  (<a href=https://erowid.org/experiences/exp.php?ID=104339#:~:text=.%20I%20almost,of%20few%20and>URL</a>)"
9916,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,...me . unfortunately i remember most of what i saw . the trip faded really fast after this . PLACEHOLDER PLACEHOLDER i will remember more . PERSON awesome on a side...- TBS:0.906  (NO URL)
9942,10,010 - trip - vague - spoke,_ DMT (Own graph & topics),Serotonergic psychedelics,"..., before elevating myself from their state to a higher plane . they were no longer educating me , they were giving their report . for a while i explored the... - TBS:0.829  (<a href=https://erowid.org/experiences/exp.php?ID=95805#:~:text=,%20before%20elevating,I%20explored%20the>URL</a>)"
10309,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...and n , it felt like it took over a half hour literally . the time distortion was amazing yet it frightened me . i thought about going up to one... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=69429#:~:text=and%20n,%20it,up%20to%20one>URL</a>)"
10314,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...what seemed like an hour or two , i realized that only about minutes had passed since i got in the shower . i have never experienced time dilation in this... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=60409#:~:text=what%20seemed%20like,dilation%20in%20this>URL</a>)"
10350,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...although it felt like hours . for all i know , it could have been longer , i had no way of telling time . finally , the words came off... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=22905#:~:text=although%20it%20felt,words%20came%20off>URL</a>)"
10367,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...off a bit , but i place what the feeling i would say about minutes passed before i began to really understand what i was feeling about minutes passed before i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=111191#:~:text=off%20a%20bit,,passed%20before%20i>URL</a>)"
10407,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...dilation i experienced was incredible . what seemed to me an hour was only the time it took to get from a standing position to a i studied the warm sun... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81#:~:text=dilation%20I%20experienced,the%20warm%20sun>URL</a>)"
10438,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...it was probably early morning by now . when i turned around to check the clock , i realized not more than minutes had gone by since walking through my front... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=53177#:~:text=it%20was%20probably,through%20my%20front>URL</a>)"
10498,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...same thing , back in my room while everyone partied downstairs waiting for it to pass . i tried this experiment a few more times over DATE DATE DATE or so... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=19501#:~:text=same%20thing,%20back,DATE%20or%20so>URL</a>)"
10524,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...not the most messed up person here anymore , i thought . i checked the time only . it had been only three hours i said my goodbyes to them and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=65568#:~:text=not%20the%20most,to%20them%20and>URL</a>)"
10542,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...would only last minutes or so . this minutes was going to be a very long minutes considering how much time had dilated . i moved to lean back on the... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=43284#:~:text=would%20only%20last,back%20on%20the>URL</a>)"
10571,11,011 - clock - minutes - hour,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...i thought could be maybe just seconds but were possibly hours . this uncertainty of time made me for some reason and i feared how my reaction could appear to those... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=42453#:~:text=i%20thought%20could,appear%20to%20those>URL</a>)"
5374,11,011 - door - knock - apartment,brugmansia spp.,Deliriants,"...in it , but there was no stopping me doing it at some point of time in the early hours of the morning i remember hearing a knock on the door... - TBS:0.657  (<a href=https://erowid.org/experiences/exp.php?ID=27858#:~:text=in%20it,%20but,on%20the%20door>URL</a>)"
5301,11,011 - door - knock - apartment,datura spp.,Deliriants,"...out my . and tried to break into my house . i tried for a long time and i finally realized that i was at the wrong apartment . i was... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=32485#:~:text=out%20my.%20and,apartment.%20I%20was>URL</a>)"
5363,11,011 - door - knock - apartment,datura spp.,Deliriants,"...ease and throw me inside solitary and tell me they let me go for as long as it takes for me to settle the fuck down . they said if i... - TBS:0.72  (<a href=https://erowid.org/experiences/exp.php?ID=78740#:~:text=ease%20and%20throw,said%20if%20i>URL</a>)"
5367,11,011 - door - knock - apartment,datura spp.,Deliriants,"...take an asshole . knock i heard a loud knock at j door . i hurried over to the large wooden door , and opened it . on the other side... - TBS:0.7  (<a href=https://erowid.org/experiences/exp.php?ID=46111#:~:text=take%20an%20asshole.,the%20other%20side>URL</a>)"
5383,11,011 - door - knock - apartment,datura spp.,Deliriants,"...i know i left to do something but i a clue what , maybe a short walk around my building due to being restless and i returned to my place .... - TBS:0.599  (<a href=https://erowid.org/experiences/exp.php?ID=61208#:~:text=i%20know%20I,to%20my%20place.>URL</a>)"
5282,11,011 - door - knock - apartment,dimenhydrinate,Deliriants,"...as if i was , but other times things seemed so far away . i slowly made it to my door by holding on to things like my bed , dresser... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=50605#:~:text=as%20if%20I,my%20bed,%20dresser>URL</a>)"
5287,11,011 - door - knock - apartment,dimenhydrinate,Deliriants,"...off the porch . luckily it was and nobody knew anything about it . i quickly made my way back to my room and laid down on my couch a bit... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=48286#:~:text=off%20the%20porch.,couch%20a%20bit>URL</a>)"
5291,11,011 - door - knock - apartment,dimenhydrinate,Deliriants,"..., put my jacket on , walked over to my bedroom door and said , time to leave . , stood there for about five minutes then got back in the... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=12273#:~:text=,%20put%20my,back%20in%20the>URL</a>)"
5328,11,011 - door - knock - apartment,dimenhydrinate,Deliriants,"...when we got back to one of my friend apartment i dropped eleven caps . shortly after that i dropped another , then decided to wait an hour and a half... - TBS:0.929  (<a href=https://erowid.org/experiences/exp.php?ID=954#:~:text=when%20we%20got,and%20a%20half>URL</a>)"
5358,11,011 - door - knock - apartment,dimenhydrinate,Deliriants,"...me if i wanted to stay here or get out of here , so i quickly signed the papers . i was told to walk through the next three blue doors... - TBS:0.734  (<a href=https://erowid.org/experiences/exp.php?ID=36626#:~:text=me%20if%20I,three%20blue%20doors>URL</a>)"
5371,11,011 - door - knock - apartment,dimenhydrinate,Deliriants,"...grabbed l hand . i have no idea what we did for a half hour period or so after getting to l house . i do recall us all going outside... - TBS:0.661  (<a href=https://erowid.org/experiences/exp.php?ID=61018#:~:text=grabbed%20l%20hand.,all%20going%20outside>URL</a>)"
8391,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"...take them , as i was due back in the everyone seemed to take a long time to come up off the may have been due to the already in our... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=41736#:~:text=take%20them,%20as,already%20in%20our>URL</a>)"
8432,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"...thirty minutes , and then they had to leave . little did i realize how long a night this would turn out to be . i was about hours into the... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=50701#:~:text=thirty%20minutes,%20and,hours%20into%20the>URL</a>)"
8438,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"...void away . my eyes snap open . i have no reliable sense of how long the experience lasted . i would guess between one and ten minutes . at this... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=116366#:~:text=void%20away.%20my,minutes.%20at%20this>URL</a>)"
8481,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"...at this point i decided to take the other half , not thinking about how long this was going to last . fast forward to , the car is even fuzzier... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=111862#:~:text=at%20this%20point,is%20even%20fuzzier>URL</a>)"
8530,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"...but it only lasted for about minutes as people came to put it out even quicker then it took the people to make the fire in the first place . here... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=77295#:~:text=but%20it%20only,first%20place.%20here>URL</a>)"
8542,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"...of them took . this was apporximately or , i not real sure of the time . a couple minutes later , i heard the guy we bought it from telling... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=6288#:~:text=of%20them%20took.,it%20from%20telling>URL</a>)"
8547,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"...i returned to the payphone to find it still full . it seemed like a long time in the shop so thinking that it was getting very late , and being... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=1590#:~:text=i%20returned%20to,late,%20and%20being>URL</a>)"
8551,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"...leave took around minutes , however to me , it felt like an hour had passed . then , they were gone , and it felt like it had happened instantaneously... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=116259#:~:text=leave%20took%20around,had%20happened%20instantaneously>URL</a>)"
8569,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,just solved in a matter of seconds . both of us are confident last as long as physically possible . i really could not be happier with the result . and
8606,11,011 - hour - minutes - hours,_ LSD (Own graph & topics),Serotonergic psychedelics,"..., in which i was out of my for around four hours . that a long time when you do know your ass from a hole in the ground and are... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=33841#:~:text=,%20in%20which,ground%20and%20are>URL</a>)"
8986,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...the point where the nausea was barely noticeable although present . fallen silent for a long period of time although my friends were talking a lot . i follow their conversation... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=69759#:~:text=the%20point%20where,follow%20their%20conversation>URL</a>)"
